Gene ID,Res_ss_1,Res_ss_2,Res_ss_3,ift_pH_1,ift_pH_2,ift_pH_3,ift_ss_1,ift_ss_2,ift_ss_3
Cre16.g681550_4532,0.31,0.67,0.32,2.45,4.23,3.19,3.18,0.78,1.39
Cre16.g681578_4532,0.66,0.93,0.51,4.15,7.77,5.32,3.19,3.63,4.14
Cre16.g681600_4532,0.7,0.35,0.41,0.98,0.65,0.83,0.35,0.91,0.59
Cre16.g681657_4532,0.48,0.52,0.29,0.56,0.37,0.41,0.81,0.76,0.96
Cre16.g681690_4532,0,0,0,0,0,0,0,0,0.02
Cre16.g681700_4532,1.13,2.15,0.44,8.11,7.36,6.9,3.54,2.69,7.16
Cre16.g681750_4532,0.05,0.05,2.17,0.19,0.01,0.03,0.13,0.08,0.06
Cre16.g681800_4532,1.12,1.27,0.94,1.89,0.97,1.42,2.39,1.23,1.26
Cre16.g681802_4532,6.59,8.93,2.99,15.33,13.4,9.02,13.26,4.66,9.96
Cre16.g681850_4532,48.63,53.51,24.8,20.43,19.97,18.5,23.59,10.48,18.97
Cre16.g681900_4532,8.54,5.44,18.28,11.64,3.8,6.82,17.38,10.75,11.15
Cre16.g681914_4532,0.33,0.34,0.35,0.26,0.05,0.11,0.38,0.54,0.55
Cre16.g682000_4532,18.83,26.94,14.14,69.93,84.97,80.82,103.18,29.26,52.31
Cre16.g682001_4532,0,0,0,0,0.45,0,0,0,0
Cre16.g682013_4532,0.04,0.21,0.06,0.73,0.35,0.39,0.62,0.51,0.32
Cre16.g682026_4532,0.07,0.04,0.07,6.67,4.65,4.56,0.93,1.34,1.38
Cre16.g682050_4532,4.22,3.55,2.79,4.63,5.22,3.65,0.95,8.7,10.79
Cre16.g682100_4532,2.98,3.5,7.64,10.64,13.88,9.51,0.03,12.29,11.7
Cre16.g682138_4532,0.02,0.01,0.01,0.83,0.36,0.62,1.29,0.29,0.61
Cre16.g682150_4532,1.53,2.01,0.68,2.45,1.44,2.27,0.02,3.65,6.35
Cre16.g682200_4532,0.42,0.26,0.22,0.1,0.05,0.09,0.15,0,0.18
Cre16.g682250_4532,0.17,0.14,0.03,0.68,0.69,0.33,3.03,0.78,1.3
Cre16.g682251_4532,0.16,0.13,0.15,0.52,0.41,0.42,1.02,0.31,0.47
Cre16.g682300_4532,4482.42,4998.51,3327.86,3231.63,2958.12,3040.1,3698.03,2941.17,3257.97
Cre16.g682350_4532,2.96,3.41,2.74,20.07,26.92,21.96,4.75,5.25,7.52
Cre16.g682363_4532,0.27,0.35,0,0.37,0.2,0.16,0.36,0.11,0.71
Cre16.g682369_4532,2.41,2.67,1.88,22.85,22.32,21.11,8.35,4.79,8.35
Cre16.g682400_4532,0,0,0,0.1,0,0.1,0,0,0
Cre16.g682450_4532,0.8,0.86,0.3,0.92,0.41,0.86,2.9,1.98,3.26
Cre16.g682475_4532,0.56,0.54,0.24,2.51,2.25,2.14,1.23,1.94,1.95
Cre16.g682550_4532,1.51,1.38,1.66,2.17,1.77,1.66,0.85,1.89,1.81
Cre16.g682587_4532,5.13,2.69,12.46,8.49,2.65,7.82,0.59,10.4,5.9
Cre16.g682600_4532,1.45,1.52,0.76,1.55,1.74,1.25,1.13,0.95,1.25
Cre16.g682650_4532,1.78,0.47,2.73,5.39,3.73,6.24,6.44,3.27,5.92
Cre16.g682699_4532,2.11,2.72,1.24,7.51,5.28,6.33,7.54,3.21,6.32
Cre16.g682700_4532,2.57,1.04,2.4,4.37,1.65,4.88,6.95,6.13,9.03
Cre16.g682725_4532,5.55,9.02,5.72,8.37,37.96,28.8,7.79,13.13,20.33
Cre16.g682750_4532,3.33,3.62,5.23,7.44,8.85,8.99,2.64,8.56,6.81
Cre16.g682800_4532,4.63,4.31,3.74,3.61,8.03,8.19,3.32,9.27,10.46
Cre16.g682811_4532,0,0.07,0,0,0,0,0,0,0
Cre16.g682850_4532,2.5,2.3,4.42,2.23,2.14,2.74,10.12,9.94,11.27
Cre16.g682900_4532,23.59,20.96,20.47,24.09,28.36,29.36,31.27,19.63,25.84
Cre16.g682923_4532,2.75,3,1.76,7.65,2.73,6.47,4.4,3.37,5.69
Cre16.g682950_4532,0.87,1.4,0.78,1.1,0.97,1.65,1.3,2.04,2.25
Cre16.g683000_4532,0.45,0.98,0.31,1.91,0.8,0.79,0.27,3.86,4.4
Cre16.g683035_4532,0,0,0,0,0.02,0,0,0,0.02
Cre16.g683050_4532,0.23,0.62,2.15,0.12,0.22,0.43,0.19,2.37,1.15
Cre16.g683081_4532,3.54,2.65,3.71,10.14,2.6,5.91,42.4,4.41,8.5
Cre16.g683100_4532,1.79,1.93,1.61,5.69,7.91,5.17,0.93,0.98,1.43
Cre16.g683147_4532,0.4,0.67,0.58,1.09,1.48,1.21,1.78,1.02,1.21
Cre16.g683150_4532,42.01,23.71,90.99,27.59,30.42,36.16,45.2,77.31,80.61
Cre16.g683200_4532,0,0.04,0,0.89,5.73,7.64,0.25,3.63,8.68
Cre16.g683250_4532,7.07,7.03,4.94,39.61,58.1,46.18,11.23,12.39,16.28
Cre16.g683259_4532,1.48,1.92,1.33,1.53,2.7,1.7,2.47,1.5,1.85
Cre16.g683300_4532,3.05,3.81,2.09,9.01,12.04,9.24,2.8,3.63,5.53
Cre16.g683350_4532,6.37,6.98,3.2,1.28,0.99,1.02,2.57,1.44,2.38
Cre16.g683371_4532,9.04,9.41,8.82,40.48,42.43,36.35,10.89,11.7,17.23
Cre16.g683400_4532,1.67,1.86,1.08,4.31,5.95,5.6,3.24,1.71,3.06
Cre16.g683437_4532,4.68,3.78,2.02,5.01,17.85,14.43,9.34,7.5,12.46
Cre16.g683450_4532,0.37,1.25,0.23,3.03,9.62,7.33,0.31,3.52,4.97
Cre16.g683483_4532,5.53,6.29,3.8,17.73,23.86,19.96,7.15,6.69,10.28
Cre16.g683495_4532,0.27,0.27,0,0.57,0.87,0.57,0.56,1.61,0.56
Cre16.g683500_4532,0.6,0.29,0.16,4.53,8.17,9.7,8.19,0.38,2.18
Cre16.g683550_4532,16.93,14.94,9.77,84.87,132.45,131.87,83.81,9.85,38.35
Cre16.g683595_4532,0.54,0.58,0.23,3.85,2.72,2.75,0.82,0.67,1.09
Cre16.g683600_4532,0.35,0.18,0.23,0.74,1.49,1.72,1.61,0.75,0.77
Cre16.g683650_4532,0.85,0.97,1.15,4.05,3.52,3.35,3.78,3.11,2.98
Cre16.g683700_4532,5.36,4.12,3.49,18.52,3.74,6.06,23.65,3.79,5.92
Cre16.g683707_4532,7.42,8.9,7.39,18,7.93,11.38,26.5,18.37,30.44
Cre16.g683750_4532,14.86,11.76,9.28,33.49,20.58,31.65,72.23,23.95,44.19
Cre16.g683793_4532,3.44,1.89,1.45,3.55,13.28,11.78,16.45,1.03,3
Cre16.g683800_4532,0,0.04,0.04,0.04,0.18,0.09,0.17,0.49,0.72
Cre16.g683819_4532,0.34,0.3,0.21,0.45,0.29,0.15,0.43,0.71,0.57
Cre16.g683850_4532,0.33,0.08,0.07,0.23,0.14,0.43,0.51,0.44,0.66
Cre16.g683900_4532,0,0,0.04,0.06,0,0,0.28,0,0.03
Cre16.g683931_4532,0.74,0.94,0.61,8.33,16.75,8.6,4.84,7.69,6.66
Cre16.g683950_4532,2.79,2.3,3.19,9.89,20.68,20.41,12.23,8.61,10.84
Cre16.g683953_4532,0,0,0,0,0,0,0,0,0
Cre16.g684000_4532,0.05,0.09,0.08,0.56,0.1,0.35,0.39,0.39,0.54
Cre16.g684022_4532,0.72,1.01,1.3,1.41,0.87,0.76,0.1,2.94,3.96
Cre16.g684043_4532,0.06,0.13,0.02,1.69,1.57,0.9,0.02,0.07,0.19
Cre16.g684050_4532,0.87,0.64,1.46,1.76,2.01,2.23,0.81,2.08,2.03
Cre16.g684065_4532,0,0.21,0.21,0,0.22,0.86,0.21,0.2,0.42
Cre16.g684100_4532,2.07,2.32,1.75,3.98,3.57,3,4.06,2.8,3.62
Cre16.g684149_4532,0.08,0.13,0.02,0.15,0.1,0.15,0.05,0.06,0.05
Cre16.g684150_4532,2.05,1.63,0.88,4.64,1.35,1.89,17.44,0.03,0.64
Cre16.g684155_4532,0.58,0.9,0.52,1.39,2.98,2.4,4.41,2.87,5.22
Cre16.g684250_4532,1.64,1.47,1.31,1.77,0.68,0.99,7.46,1.49,2.38
Cre16.g684267_4532,5.29,5.14,7.46,1.73,3.22,3.06,11.78,10.16,15.36
Cre16.g684300_4532,10.03,7.58,31.85,12.13,4.99,6.13,13.4,17.96,14.52
Cre16.g684350_4532,16.74,12.47,21.06,20.65,7.44,13.39,39.18,15.78,25.54
Cre16.g684379_4532,0.4,0.47,0.2,0.64,0.35,0.37,0.47,0.87,1.17
Cre16.g684400_4532,6.56,9.41,3.86,8.54,5.35,5.41,6.41,2.59,6.56
Cre16.g684450_4532,1.94,3.11,1.33,12.11,13.73,10.7,14.25,6.35,11.9
Cre16.g684491_4532,0.02,0.02,0.16,0,0,0.07,0.23,0.2,0.02
Cre16.g684505_4532,0.11,0.34,0.18,0.24,0.08,0.18,0.47,0.41,0.52
Cre16.g684550_4532,0.24,0.2,0.15,3.33,2.64,2.24,1.86,1.2,1.59
Cre16.g684600_4532,0.32,0.45,0.13,8.29,6.61,5.96,1.24,0.97,1.33
Cre16.g684603_4532,2.54,4.29,2.12,5.99,5.03,3.86,3.05,1.54,1.84
Cre16.g684650_4532,16.46,20.62,11.46,21.84,22.97,20.49,34.71,20.73,30.49
Cre16.g684700_4532,1.12,1.2,1.48,1.88,1.72,1.37,1.77,2.14,2.87
Cre16.g684715_4532,0,0,0,0,0.01,0,0,0.01,0.01
Cre16.g684750_4532,3.53,4.35,2.43,2.97,3.11,2.19,2.4,3.26,3.17
Cre16.g684800_4532,0.16,0.23,0,5.92,5.46,5.81,1.13,2.36,3.31
Cre16.g684827_4532,1.12,1.6,1.51,0.14,0,0.03,0.03,0,0.03
Cre16.g684850_4532,0.19,0.29,0.03,2.69,5.61,4.57,3.56,0.18,0.45
Cre16.g684861_4532,0,0,0,2.95,0.36,1.59,1.71,1.25,0.45
Cre16.g684900_4532,1.55,2.4,0.97,0.84,0.7,1.25,7.03,1.25,2.13
Cre16.g684939_4532,1.24,1.92,0.68,2.84,2.43,1.49,0.29,0.22,0.66
Cre16.g684945_4532,5.57,4.6,2.21,6.13,6.46,6.73,9.29,3.56,6.89
Cre16.g684950_4532,0.58,0.29,1.8,0.15,0.16,0.3,1.35,2.01,0.15
Cre16.g685000_4532,3.35,4.59,4.18,1.27,0.88,2.2,9.29,26.64,19.31
Cre16.g685050_4532,8.19,9.19,14.93,4.47,0.84,4.85,36.58,66.05,35.14
Cre16.g685053_4532,1.03,1.12,1.33,0.6,0.18,0.46,0.59,0.78,0.7
Cre16.g685100_4532,6,10.68,0.88,3.68,1.43,2.07,25.58,20.9,26.65
Cre16.g685150_4532,2.24,1.86,6.15,0.87,1.53,1.72,0,6.9,4.64
Cre16.g685165_4532,1.29,1.54,1.06,3.69,3.53,3.45,3.63,2.39,3.79
Cre16.g685200_4532,1.43,1.16,1.05,0.76,2.79,2.74,5.41,0.94,2.08
Cre16.g685217_4532,3.89,3.55,2.3,11.22,29.08,24.68,10.62,7.82,13.42
Cre16.g685250_4532,2.86,3.63,3.11,6.3,6.03,5.05,3.88,1.62,1.9
Cre16.g685277_4532,6.49,4.92,4.39,27.41,41.51,38.29,12.56,13.72,19.23
Cre16.g685300_4532,0,0,0,0,0,0,0,0.04,0
Cre16.g685350_4532,1.25,1.12,3.75,2.51,0.45,0.73,6.2,4.14,3.44
Cre16.g685389_4532,0.16,0.32,0.06,0.42,0.28,0.38,0.82,0.07,0.37
Cre16.g685400_4532,8.39,9.74,5.51,17.02,35.81,30.28,18.55,12.99,18.98
Cre16.g685450_4532,0.82,1.1,3.48,3.02,2.78,2.41,3.17,3.51,2.02
Cre16.g685500_4532,2.17,3.75,2.64,5.55,3.59,6.27,2.9,6.34,5.87
Cre16.g685501_4532,0.14,0.58,0.89,0.3,0,0.76,1.04,1.28,1.04
Cre16.g685550_4532,7.26,4.95,7.96,10.12,16.75,22.55,29.38,50.87,41.94
Cre16.g685573_4532,3.84,4.1,2.33,15.67,15.98,13.11,20.2,7.55,12.66
Cre16.g685600_4532,0.58,1.09,0.75,0.91,0.99,0.71,1.69,0.68,1.07
Cre16.g685613_4532,0.08,0.1,0.03,0.06,0.09,0.03,0.11,0.05,0.06
Cre16.g685650_4532,0.13,0.42,0.01,1.37,0.5,0.97,0.42,0.64,1.7
Cre16.g685700_4532,3.02,5.17,4.12,258.96,299.79,271.31,11.18,21.54,31.85
Cre16.g685725_4532,0.58,0.7,0.75,0.3,0.15,0.15,0.41,0.63,0.7
Cre16.g685750_4532,1.32,1.34,0.34,2.24,3.17,2,4.52,1.53,2.93
Cre16.g685800_4532,0.07,0,0.09,0.14,0.05,0.3,0.05,0.5,0.52
Cre16.g685900_4532,1.08,1.15,1.03,1.21,1.83,2.36,6.7,0.39,1.58
Cre16.g685901_4532,0.84,1.31,1.99,1.79,6.46,4.75,2.87,3.51,2.74
Cre16.g685929_4532,0.36,0.52,0.05,2.59,2.3,1.95,1.22,1.21,1.89
Cre16.g685950_4532,0.24,0.26,0.18,0.32,0.13,0.36,1.06,0.59,0.71
Cre16.g686000_4532,5.53,6.77,5.31,16.19,19.25,20.77,15.18,11.12,15.54
Cre16.g686002_4532,0.1,0,0.16,0.06,0,0,0.22,0.47,0.16
Cre16.g686050_4532,0.02,0.07,0.12,1.1,0.55,0.88,0.4,0.87,0.46
Cre16.g686061_4532,8.34,7.31,7.23,10.64,3.92,3.23,2.6,17.69,12.65
Cre16.g686100_4532,0.28,0.29,0.52,0.54,0.1,0.23,0.91,0.73,0.48
Cre16.g686173_4532,2.91,4.07,4.41,7.67,5.98,4.95,5.94,5.54,9.78
Cre16.g686200_4532,3.51,4.07,2.97,5.07,5.75,4.44,7,4.91,6.04
Cre16.g686202_4532,0,0,0,0.22,0,0.44,0.25,0.21,0
Cre16.g686250_4532,1.42,2.45,0.51,0.27,0.29,0.14,0,0.01,0
Cre16.g686285_4532,7.95,7.56,6.88,12.68,8.77,7.76,19.11,5.95,8.74
Cre16.g686286_4532,0.13,0.2,0.06,0.27,0.08,0.15,3.4,0.05,0.24
Cre16.g686300_4532,2.49,2.91,1.64,2.78,2.81,1.75,2.37,0.91,1.67
Cre16.g686350_4532,1.07,1.59,1.06,2.11,0.74,0.63,3.11,0.83,0.88
Cre16.g686398_4532,0,0,0,0,0,0,0.57,0,0.14
Cre16.g686400_4532,0.73,0.93,0.68,1.43,0.28,0.27,2.64,0.49,0.53
Cre16.g686500_4532,4.5,6.08,3.45,20.31,19.88,14.31,21.65,6.77,12.02
Cre16.g686501_4532,0.26,0.37,0.96,0.58,0.07,0.29,0.47,2.3,1.71
Cre16.g686510_4532,5.57,9.3,7.97,16.74,9.58,10.58,9.35,12.34,18.8
Cre16.g686550_4532,1.24,1.48,0.7,1.73,1.26,1.94,3.94,1.69,1.78
Cre16.g686552_4532,0.05,0.4,0.69,2.93,2.96,2.62,0.95,1.93,2.06
Cre16.g686600_4532,0.12,0.23,0.69,0.3,0.08,0.23,0.86,1.22,0.37
Cre16.g686622_4532,0.37,0.51,0.38,1.05,0.52,0.78,1.16,1.41,1.19
Cre16.g686650_4532,1.45,1.1,1.41,3.68,4.66,4.16,2.19,2.15,2.44
Cre16.g686700_4532,0.45,0.8,0.19,0.37,1.03,0.56,0.6,0.42,0.63
Cre16.g686734_4532,0.5,1.18,0.17,1.18,0.94,0.8,2.36,0.67,1.32
Cre16.g686750_4532,61.53,54.6,17.93,34.57,60.41,49.32,16.32,9.35,19.58
Cre16.g686800_4532,1.13,1.56,0.59,1.91,1.45,1.93,1.8,1.59,2.79
Cre16.g686846_4532,0.02,0.07,0,0.07,0.16,0.1,0.14,0.51,0.32
Cre16.g686850_4532,1.98,0.77,0.19,0.04,0.04,0.04,0.05,0,0
Cre16.g686900_4532,38.32,26.67,29.86,44.71,76.48,91.5,41.97,61.58,68.99
Cre16.g686950_4532,0.01,0.02,0,0.26,0.36,0.33,0.35,0.9,0.48
Cre16.g686958_4532,0.55,1.13,0.64,1.24,0.57,0.74,1.56,1.66,1.88
Cre16.g687000_4532,1.47,1.49,0.82,1.35,1.1,1.55,3.94,1.22,1.22
Cre16.g687050_4532,1.34,1.71,0.64,1.75,1.25,0.88,2.57,0.76,1.26
Cre16.g687117_4532,0.21,0.15,0.23,0.5,0.6,0.52,0.04,1.66,1.07
Cre16.g687150_4532,0.89,1.57,0.3,1.62,1.52,1.49,2.4,1.03,1.49
Cre16.g687182_4532,9.48,9.2,5.48,9.92,5.66,7.92,28.52,8.34,15.21
Cre16.g687200_4532,1.59,2.44,2.41,4.14,7.62,4.88,4.65,5.02,6.12
Cre16.g687294_4532,17.95,10.65,65.36,14.87,11.87,15.48,22.81,51.52,43.2
Cre16.g687300_4532,11.36,9.25,25.7,9.27,5.98,6.45,7.35,34.5,36.37
Cre16.g687301_4532,0.22,0.22,0.16,0.13,0.34,0.31,0.58,0.71,0.68
Cre16.g687350_4532,2.14,2.49,2.78,9.28,10.23,7.53,1.05,1.54,2.61
Cre16.g687400_4532,2.85,2.9,2.16,9.07,3.4,3.87,5.12,2.01,2.2
Cre16.g687406_4532,0.05,0.06,0.03,0.19,0.41,0.38,0.54,0.35,0.31
Cre16.g687450_4532,1.46,1.37,4.05,1.35,0.24,0.95,4.66,5.32,2.89
Cre16.g687500_4532,3.48,4.92,2.98,10.28,19.06,16.49,1.99,14,14.19
Cre16.g687518_4532,3.82,3.32,3.17,5.89,8.52,7.21,16.18,3.45,7.11
Cre16.g687545_4532,0.21,0,4.68,0.46,0.23,0.68,1.11,2.98,2.22
Cre16.g687550_4532,6.62,6.05,3.08,12.05,17.61,15.18,14.67,4.62,6.42
Cre16.g687600_4532,3.42,4.41,2.59,19.43,20.78,16.07,6.12,3.39,4.88
Cre16.g687630_4532,0.14,0.09,0,0.51,0.03,0.32,1.83,0.73,1.68
Cre16.g687650_4532,1.4,2.14,1.65,5.51,3.45,2.76,2.15,1.67,3.53
Cre16.g687700_4532,20.1,23.03,20.45,32.36,41.3,33.26,13.85,11.45,17.24
Cre16.g687742_4532,1.31,1.14,0.39,20.14,21.42,16.2,8.77,3.88,6.47
Cre16.g687750_4532,6.86,8.39,4.01,5.57,3.93,6.51,3.71,3.77,8.27
Cre16.g687800_4532,4.13,5.11,2.8,23.95,29.88,21.52,16.84,8.52,14.76
Cre16.g687850_4532,0.56,0.84,0.48,0.61,0.7,0.55,0.55,1.16,0.78
Cre16.g687854_4532,0.89,0.96,1.31,4.37,4.17,3.11,1.38,1.05,0.92
Cre16.g687900_4532,2027.85,1539.78,2882.24,1539.98,1176.44,1746.24,1615.1,3114.39,2174.61
Cre16.g687950_4532,0.62,1.03,0.89,0.66,1.37,1,0.34,1.8,2.03
Cre16.g687966_4532,1.49,1.84,1.62,9.07,8.54,9.44,11.7,4.33,6.79
Cre16.g688000_4532,1.8,1.63,1.92,4.61,4.03,5.15,3.46,4.85,4.82
Cre16.g688050_4532,16.71,14.24,14.65,19.74,31.99,28.64,27.03,6.2,9.79
Cre16.g688078_4532,0.43,0.64,0.39,0.88,0.87,1.14,1.44,1.06,1.77
Cre16.g688190_4532,0.15,0.13,0.1,1.69,1.77,1.91,0.84,1.55,1.3
Cre16.g688202_4532,0,0.04,0.05,0.14,0.05,0.09,0.09,0.09,0
Cre16.g688302_4532,38.93,41.29,30.34,87.46,75.24,72.07,30.39,62.81,89.57
Cre16.g688350_4532,0.25,0.19,0.08,2.1,1.98,1.91,1.48,0.86,1.19
Cre16.g688414_4532,5.7,6.43,4.99,4.88,1.27,1.47,5.17,2.28,4.92
Cre16.g688450_4532,3.97,4.57,6.29,20.2,32.64,25.81,17.69,8.21,13
Cre16.g688500_4532,0.57,0.98,0.34,4.77,4.72,3.58,1.93,1.24,1.99
Cre16.g688526_4532,6.31,6.64,8.56,13.02,6.8,7.33,17.58,9,11.04
Cre16.g688550_4532,7.95,7.85,8.04,56.44,33.87,39.64,10.56,23.68,18.27
Cre16.g688600_4532,0.14,0.27,0,4.96,3.75,6.16,7.66,2.37,4.17
Cre16.g688633_4532,0.1,0.17,0.07,1.14,0.35,0.86,2.31,0.92,0.99
Cre16.g688638_4532,0.78,1.16,0.99,0.18,0.05,0.12,0.67,1.47,0.7
Cre16.g688650_4532,1.86,1.88,2.87,5.46,5.65,5.45,6.76,5.28,5.77
Cre16.g688700_4532,1.48,1.32,1.51,2.24,1.73,1.68,0.81,1.78,2.89
Cre16.g688750_4532,2.17,1.99,2.18,3.62,2.22,2.58,3.89,3.39,3.41
Cre16.g688751_4532,0.27,0.71,0.08,1.42,1.44,1.35,2.14,1.47,2.33
Cre16.g688800_4532,8.99,7.1,5.86,7.14,3.32,6.01,21.65,2.42,6.18
Cre16.g688850_4532,2,3.16,1.61,9.33,36.6,28.08,8.41,13.96,15.56
Cre16.g688863_4532,0.25,0.52,0.22,1.22,0.55,0.72,1.13,1.56,2.44
Cre16.g688900_4532,0.07,0.16,0.05,0.12,0.23,0.22,0.1,0.43,0.37
Cre16.g688901_4532,0.35,0.51,0.21,2.42,2.04,2.12,4.95,1.45,2.73
Cre16.g688950_4532,0.08,0.15,0.03,0.24,0.34,0.24,0.57,0.06,0.11
Cre16.g688975_4532,0,0,0,0,0.03,0.06,0.14,0.08,0.03
Cre16.g689001_4532,3.9,5.69,5.57,3.96,0.78,4.31,5.67,11.47,5.73
Cre16.g689050_4532,15.15,16.77,9.34,20.09,20.79,13.08,12.89,4.92,10.77
Cre16.g689087_4532,21.23,22.49,11.75,57.4,144.08,121.12,25.05,43.35,57.64
Cre16.g689100_4532,0.76,1.68,0.63,2.27,0.5,1.18,3.2,1.59,2.71
Cre16.g689150_4532,0,0,0,0.15,0.06,0.06,0.03,0,0.03
Cre16.g689250_4532,2.2,3.47,0.87,4.53,6.22,5.67,4.62,2.98,5.82
Cre16.g689300_4532,1.77,2.25,0.69,4.33,4.72,3.27,1.85,1.04,1.77
Cre16.g689311_4532,0.69,0.42,0.25,1.84,2.09,2.12,3.32,0.1,0.5
Cre16.g689376_4532,0.15,0.44,0,0.6,0,0.39,1.1,2.25,0.94
Cre16.g689423_4532,0.93,0.94,1.66,1.58,1.2,1.6,2.24,3.12,3.3
Cre16.g689450_4532,0,0,0,0.05,0.19,0.16,0,0,0.09
Cre16.g689500_4532,1.37,1.98,0.99,1.87,0.95,1.66,1.62,3.46,4.23
Cre16.g689535_4532,0.56,0.62,1.6,0.9,0.1,0.45,1.06,2.58,1.32
Cre16.g689550_4532,0.58,0.76,1.06,1.79,0.81,1.48,0.84,1.26,0.67
Cre16.g689600_4532,7.71,11.91,7.73,69.05,58.24,45.47,28.36,17.96,31.9
Cre16.g689647_4532,5.31,4.29,5.82,9.32,10.48,9.02,8.56,6.16,8.16
Cre16.g689650_4532,1.93,2.57,15.72,29.49,20.72,17.11,8.53,26.45,15.59
Cre16.g689700_4532,7.43,7.6,3.84,9,2.25,3.73,11.37,5.83,9.64
Cre16.g689759_4532,0.25,0.64,0.03,1.96,1.7,1.75,4.94,0.68,2.74
Cre16.g689871_4532,3.33,3.34,4.57,6.53,1.55,2.95,13.06,3.78,4.42
Cre16.g689950_4532,0.35,0.59,0.24,1.26,1.22,1.16,0.94,0.9,1.24
Cre16.g689983_4532,3.04,0.44,4.74,0.92,0.7,3.44,4.29,6.05,4.27
Cre16.g690000_4532,4.06,3.34,3.32,9.23,17.12,16.58,12.7,5.97,8.71
Cre16.g690050_4532,0.67,0.84,2.77,1.12,0.42,0.47,0.75,1.44,1.09
Cre16.g690095_4532,0.52,0.73,0.43,0.15,0.05,0.08,0.36,0.74,0.34
Cre16.g690100_4532,5.72,3.49,7.27,6.18,5.17,6.8,13.7,8.85,9.86
Cre16.g690130_4532,3.82,3.07,8.47,4.34,3.47,5.01,7.56,10.25,9.31
Cre16.g690150_4532,2.66,3.14,3.23,5,3.12,3.44,5.7,3.48,3.64
Cre16.g690200_4532,3.84,4,6.1,5.92,7.42,8.49,3.26,3.6,4.84
Cre16.g690207_4532,0,0,0,0,0,0,0,0,0
Cre16.g690250_4532,0.19,0.34,0.1,0.16,0,0.03,3.12,0.12,0.35
Cre16.g690300_4532,1.63,0.82,2.33,0.97,0.11,1.18,2.12,5.67,3.05
Cre16.g690319_4532,0,0.02,0,0.19,0.41,0.24,0.09,0.19,0.22
Cre16.g690350_4532,2.68,3.66,3.21,13.05,12.87,10.18,10.97,3,5.05
Cre16.g690400_4532,1.41,2.57,0.4,2.14,4.17,3,1.26,2.06,3.22
Cre16.g690431_4532,53.93,39.6,67.99,88.44,231.03,176.6,73.73,74.61,68.17
Cre16.g690450_4532,1.64,2.26,1.99,8.97,10.69,10.77,13.65,3.81,6.14
Cre16.g690500_4532,18.38,14.13,10.35,21.39,55.92,50.17,52.75,5.79,16.05
Cre16.g690655_4532,3.06,3.19,1.84,7.26,6.33,6.05,3.38,2.72,3.76
Cre16.g690700_4532,1.91,2.62,1.52,3.85,5.26,5.66,9.8,5.37,7.04
Cre16.g690750_4532,1.57,1.53,0.78,1.79,1.57,1.5,2.9,2.79,3.15
Cre16.g690767_4532,2,1.58,0.85,1.45,1.35,1.77,5.39,1.19,2.79
Cre16.g690879_4532,0.55,0.33,0.58,7.54,16.83,14.51,4.95,4.86,7.55
Cre16.g690900_4532,1.02,1.41,0.78,9.92,9.35,7.8,2.19,1.38,2.34
Cre16.g690950_4532,0.07,0.17,0.06,3.93,2.53,3.42,0.64,0.91,1.17
Cre16.g690991_4532,1.59,2.37,2.33,4.85,7.81,7.2,9.67,3.94,7.02
Cre16.g691000_4532,39.6,37.68,33.52,32.66,26.52,27.11,78.04,22.42,26
Cre16.g691050_4532,0.49,0.48,1.08,0.67,0.44,0.57,1.79,2.28,1.78
Cre16.g691100_4532,0.13,0.13,0,0.14,0,0,0.13,0.13,0.53
Cre16.g691103_4532,0,0.53,2.44,0.83,0.56,1.1,1.9,4.93,3.24
Cre16.g691150_4532,0.03,0.03,0,3.49,2.81,3.13,0.68,0.82,0.76
Cre16.g691200_4532,0.71,0.77,0.72,2.43,2.14,1.88,1.37,2.59,2.21
Cre16.g691215_4532,0.09,0,0.79,0.91,0.31,0.5,0.69,0.85,0.79
Cre16.g691327_4532,6.39,11.18,3.6,12.09,10.01,11.66,2.39,8.33,15.05
Cre16.g691350_4532,2.18,3.25,1.12,4.84,5.07,5.13,5.14,2.84,5.51
Cre16.g691351_4532,2.26,1.99,0.92,4.6,3.01,2.36,5.55,1.44,3.4
Cre16.g691352_4532,0.5,0.63,0.91,0.53,0,0.79,1.56,1.37,0.77
Cre16.g691353_4532,1.51,2.58,1.53,35.02,41.26,28.35,4.18,3.66,6.19
Cre16.g691400_4532,0.1,0.49,0.07,0.66,0.04,0.08,0.17,0.45,1.05
Cre16.g691440_4532,2.56,3,3.06,7.07,10.26,8.89,7.59,5.07,5.96
Cre16.g691450_4532,18.97,17.05,19.03,39.23,20.18,20.11,28.21,9.9,15.98
Cre16.g691500_4532,0.76,1,3.68,1.5,1.6,1.88,1.81,4.81,3.68
Cre16.g691550_4532,0,0,0,0.9,0.52,1.66,0.13,0.6,0.12
Cre16.g691552_4532,14.47,13.43,5.58,42.1,73.04,65.86,9.77,14.79,24.64
Cre16.g691600_4532,0.12,0.74,0.89,0.65,0.79,0.26,0.51,1.71,0.63
Cre16.g691750_4532,0.02,0,0.04,0.03,0.06,0.08,0.18,0,0.08
Cre16.g691756_4532,1.46,1.51,0.59,3.47,4.84,4.19,2.62,1.73,3.27
Cre16.g691776_4532,0.63,0.79,0.82,4.43,2.02,4.14,4.33,3.2,3.49
