Gene ID,Res_ss_1,Res_ss_2,Res_ss_3,ift_pH_1,ift_pH_2,ift_pH_3,ift_ss_1,ift_ss_2,ift_ss_3
Cre16.g691800_4532,2.97,2.93,32.42,4.17,2.12,3.16,4.77,28.43,10.27
Cre16.g691850_4532,100.89,93.87,204.19,120.53,248.79,227.51,103.24,286.45,247.34
Cre16.g691888_4532,6.93,8.71,3.65,33.78,26.46,34.37,15.67,12.88,19.41
Cre16.g691900_4532,0.6,0.39,0.4,0.38,0.11,0.24,2.38,0.05,0.41
Cre16.g691950_4532,0.58,0.55,0.28,1.68,1.05,1.08,1.49,1.03,1.45
Cre16.g692000_4532,0.04,0.2,0.12,0.78,0.5,0.72,1.17,0.73,0.8
Cre16.g692004_4532,1.81,2.07,0.9,8.2,4.22,2.65,10.83,1.23,1.86
Cre16.g692050_4532,1.35,1.05,1.68,4.15,4.92,5.28,2.17,3.37,2.96
Cre16.g692100_4532,0.55,0.79,0.59,3.51,5.27,3.74,2.03,1.02,1.4
Cre16.g692116_4532,5.57,7.34,2.46,10.45,9.8,9.23,14.58,5.19,15.32
Cre16.g692150_4532,0.15,0.44,0.13,0.67,0.43,0.31,0.71,1.03,0.92
Cre16.g692200_4532,1.57,1.74,0.32,15.11,14.93,11.61,6.36,1.22,3.01
Cre16.g692228_4532,1.02,1.22,1.84,2.31,1.32,2.12,2.38,2.29,1.67
Cre16.g692250_4532,0.68,0.37,0.7,1.54,1.09,1.56,0.45,1.38,1.11
Cre16.g692300_4532,1.73,2.27,2.82,11.88,9.81,8.78,2.06,3.62,4.38
Cre16.g692350_4532,0.62,1.11,0.41,5.67,4.09,4.34,1.72,1.74,2.39
Cre16.g692400_4532,1.4,1.16,1.17,2.52,8.17,5.27,3.66,3.14,3.63
Cre16.g692450_4532,7.2,7.26,5.1,17.71,22.54,18.7,9.42,9.89,10.04
Cre16.g692500_4532,3.28,4.33,1.84,10.17,13.78,11.11,3.47,1.92,2.99
Cre16.g692550_4532,0.01,0.04,0.03,0.01,0.06,0.07,0.03,0,0
Cre16.g692585_4532,1.01,0.61,1.31,0.61,0.38,0.75,1.65,1.82,1.93
Cre16.g692600_4532,1.69,1.63,1.16,7.8,13.8,10.3,6.03,5,7.65
Cre16.g692650_4532,0.18,0.16,0.09,1.95,3.24,2.01,2.34,0.88,1.17
Cre16.g692750_4532,0,0,0,0.67,0.11,0.11,0.22,0.74,0.66
Cre16.g692751_4532,54.25,53.24,58.54,132.83,399.01,308.82,121.92,191.04,235.37
Cre16.g692800_4532,1.12,1.34,0.83,14.3,9.5,12.57,1.96,2.52,3.26
Cre16.g692900_4532,0.21,0.37,0.41,0.59,1.31,0.85,0.63,0.58,1.09
Cre16.g692901_4532,1.87,2.71,12.07,6.39,0.97,0.85,5.63,1.42,1.62
Cre16.g692902_4532,0.14,0.27,0.5,1.71,0.75,1.48,0.28,0.37,0.36
Cre16.g693200_4532,0.05,0.05,0.02,1.3,0.94,0.5,1.32,1.12,0.76
Cre16.g693202_4532,0.79,1.3,0.28,17.23,25.56,24.69,4.99,1.2,5.4
Cre16.g693203_4532,1.87,2.52,6.3,4.32,1.75,2.73,0.75,3.32,4.82
Cre16.g693204_4532,0.88,1.22,0.87,1.75,1.01,1.41,4.66,2.06,2.35
Cre16.g693250_4532,0.8,1.22,0.49,1.68,1.04,2.48,0.85,1.37,2.25
Cre16.g693300_4532,0.2,0.38,0.15,7.76,14.89,12.09,5.49,4.85,6.45
Cre16.g693400_4532,5.38,7.96,2.13,11.98,24.95,15.83,2.1,2.82,3.62
Cre16.g693450_4532,0.11,0.13,0.06,9.72,9.14,5.07,3.5,1.98,3.12
Cre16.g693500_4532,10.53,9.65,9.88,154.54,180.35,207.22,202.85,70.33,73.8
Cre16.g693600_4532,19.39,17.52,7.19,215.68,272.88,227.05,296.49,41.3,70.24
Cre16.g693601_4532,0.22,0.41,0.18,87.94,65.89,46.91,32.92,9.39,6.61
Cre16.g693650_4532,0.12,0.12,0.61,0.53,0.17,0.33,0.51,1.24,0.67
Cre16.g693700_4532,79.38,71.9,62.66,275.91,453.19,361.13,145.59,93.45,126.64
Cre16.g693750_4532,0.11,0.2,0.17,1.05,3.37,2.7,0.91,2.43,2.2
Cre16.g693800_4532,0.2,0.34,0.32,0.66,0.37,0.54,1.03,1.27,1.49
Cre16.g693819_4532,0.04,0.02,0,0.02,0,0,0,0,0.02
Cre16.g693900_4532,1.26,0.9,5.94,1.35,0.79,2.92,2.57,5.38,2.3
Cre16.g693950_4532,0,0,0.01,0.06,0.07,0.09,0.11,0.07,0.03
Cre16.g694000_4532,2.31,3.02,0.87,3.9,4.04,3.21,4.95,3.14,5.09
Cre16.g694200_4532,0.27,0.46,0.05,12.76,14.64,11.98,0.55,2.27,2.43
Cre16.g694201_4532,0.21,0.57,0.31,0.22,0.38,0.31,0.37,0.74,0.61
Cre16.g694202_4532,0.25,0.28,0.13,0.16,0.13,0.33,3,0.15,0.19
Cre16.g694203_4532,0.11,0.11,0.54,1.03,0.12,0.47,2.92,6.18,0.88
Cre16.g694204_4532,0.85,0.86,1.84,1.73,2.41,2.4,3.15,3.73,4.28
Cre16.g694206_4532,0.05,0.05,0,0.29,0.42,0.49,0.31,1.44,1.29
Cre16.g694207_4532,0.15,0.41,0.11,0.14,0.04,0.04,0.63,0.22,0.4
Cre16.g694208_4532,0.69,0.69,1.25,1.04,1.23,1.36,2.26,2.87,2.32
Cre16.g694250_4532,0.18,0.23,0.23,10.87,9.94,7.62,0.46,0.8,1.25
Cre16.g694300_4532,0.24,0.58,0.21,1.43,1.72,1.69,0.56,0.99,1.45
Cre16.g694400_4532,5.21,4.99,5.81,5.27,11.76,8.03,6.18,9.31,10.96
Cre16.g694402_4532,0.44,0.72,2.06,0.38,0.09,0.17,1.85,2.09,1.8
Cre16.g694450_4532,4.14,5.11,2.37,15.67,18.33,17.63,14.11,19.63,26.9
Cre16.g694500_4532,4.47,5.12,1.64,3.82,2.15,2.38,12.62,5.03,8.54
Cre16.g694550_4532,0.19,0.35,0.11,3.67,3,1.57,0.23,0.14,0.24
Cre16.g694700_4532,0.08,0.08,0.08,0.11,0.07,0.11,0.11,0.18,0.11
Cre16.g694703_4532,0.18,0.1,0.1,0.11,0.2,0.18,0.21,0.67,0.43
Cre16.g694704_4532,0.05,0.06,0.08,0.16,0.13,0.17,0.63,0.46,0.32
Cre16.g694750_4532,1.7,1.51,1.3,5.2,4.8,4.5,5.69,4.56,5.34
Cre16.g694800_4532,0.02,0.04,0.04,0.46,1.23,1.02,0.6,1.58,1.27
Cre16.g694809_4532,1.06,2.21,0.16,0,0,0,0,0.05,0.32
Cre16.g694850_4532,2.97,2.09,16.12,5.31,2.22,2.74,2.87,15.1,10.15
Cre16.g694900_4532,0.44,0.49,0.79,1.05,0.42,1.04,0.67,2.1,1.71
Cre16.g694942_4532,1.88,3.41,0.83,3.82,3.54,3.14,2.12,1.65,5.45
Cre16.g694950_4532,2.36,2.42,1.6,5.19,6.26,6.02,8.69,2.81,6.25
Cre16.g695050_4532,46.35,54.77,21.81,13.97,56.35,37.23,2.26,19.49,27.59
Cre16.g695100_4532,1.26,0.96,6.5,0.47,1.19,1.4,0.23,5.21,3.92
Cre16.g695150_4532,1.6,1.52,1.28,3.23,2.21,3.16,2.27,1.47,2.3
Cre16.g695218_4532,0.46,0.77,0.13,2.07,1.56,1.48,2.22,1.03,1.67
Cre16.g695250_4532,0.04,0.11,0.16,0.37,0.23,0.27,0.43,0.32,0.41
Cre16.g695300_4532,2.29,1.93,2.75,4.06,4.37,4.94,3.78,5.35,5.81
Cre16.g695350_4532,0.15,0.39,0.13,0.57,0.71,0.59,0.75,0.53,0.73
Cre16.g695400_4532,0.52,0.99,0.45,1.04,1.25,1.31,2.25,2.5,2.42
Cre16.g695450_4532,6.93,7.12,4.72,7.59,7.11,7.81,16.25,7.22,12.77
Cre16.g695500_4532,0.73,1.27,0.47,5.58,22.44,13.53,3.28,7.84,8.28
Cre16.g695550_4532,0.2,0.33,0.1,1.45,1.94,2.69,0.51,0.88,1.23
Cre16.g695600_4532,1.1,1,0.66,0.98,0.9,1.52,1.48,1.78,1.69
Cre16.g695650_4532,0.63,0.77,0.73,1.36,0.52,1.05,2.31,1.71,1.53
Cre16.g695700_4532,0.94,0.42,1.09,0.78,0.45,0.77,2.73,1.15,1.63
Cre16.g695800_4532,0.53,0.59,2.9,0.93,0.67,0.82,0.35,3.23,1.77
Cre16.g695850_4532,3.99,5.42,7.48,5.74,8.03,9.46,0.82,8.62,12.88
Cre16.g695851_4532,0.74,1.3,1.03,1.05,1.1,1.47,0.15,1.68,1.81
Cre16.g695900_4532,1.85,2.52,2.45,3.02,0.49,0.69,0.5,3.08,2.22
Cre16.g695950_4532,17.17,15.89,10.22,14.13,15.56,17.09,17.71,8.83,16.12
Cre16.g696000_4532,10.64,7.85,10.49,12.28,4.34,8.45,41.91,9.17,16.18
Cre16.g696050_4532,1.02,1.41,1.04,1.88,3.35,2.22,3.19,1.85,2.29
Cre16.g801861_4532,12.73,17.25,7.17,106.23,119.16,94.08,135.56,45.8,79.31
Cre16.g801862_4532,0,0.07,0,0,0,0,0,0,0
Cre16.g801863_4532,2.74,3.72,2.47,25.14,15.95,17.8,7.5,3.15,7.15
Cre16.g801864_4532,0.27,0.71,0.16,3.8,3.25,3.11,0.41,1.56,0.89
Cre16.g801865_4532,0.11,0.33,0.69,0.12,0,0.17,0.23,0.71,0.4
Cre16.g801866_4532,0,0,1.15,0,0,0,0,1.84,0.76
Cre16.g801867_4532,9.18,10.44,8.62,34.31,47.24,42.95,29.44,13.06,20.39
Cre16.g801869_4532,0.03,0.03,0,0.77,1.13,0.18,0.44,0.03,0.13
Cre16.g801870_4532,0.41,0.14,0.25,0.82,0,0.6,0.35,1.03,0.63
Cre16.g801871_4532,1.39,1.35,2.65,2.43,3.27,2.68,0.64,2.58,2.9
Cre16.g801872_4532,0.1,0.2,0,0,0,0.11,0.57,0.1,0.41
Cre16.g801873_4532,0.18,0,0,0.97,3.44,1.42,1.53,1.22,1.7
Cre16.g801874_4532,2.72,2.27,0.89,4.15,4.78,2.55,3.69,1.53,2.94
Cre16.g801875_4532,0,0.08,0,0.09,0.18,0.09,0.35,0.08,0.17
Cre16.g801876_4532,3.6,4.13,2.47,9.98,17.97,12.25,3.07,4.23,7.06
Cre16.g801877_4532,0,0,0,0,0,0,0,0,0.08
Cre16.g801878_4532,0,0,0.07,1.98,2.13,1.7,0.27,0.14,0.21
Cre16.g801880_4532,12.21,15.57,6.74,7.69,26.75,26.65,19.98,19.14,42.6
Cre16.g801882_4532,0.13,0.76,0.12,1.98,12.91,8.99,2.65,3.29,5.83
Cre16.g801883_4532,1.13,0.77,0.15,1.57,2.53,2.94,2.61,0.61,1.67
Cre16.g801884_4532,0.05,0.05,0.07,0.68,0.46,0.52,0.38,1.12,0.73
Cre16.g801885_4532,0.44,0.5,0.27,0.94,1.3,2.07,3.14,1.33,1.78
Cre16.g801886_4532,0.91,1.62,1.37,3.36,5.06,3.9,4.06,1.77,2.21
Cre16.g801887_4532,1.33,6.73,0,9.91,11.44,9.83,13.85,2.65,5.51
Cre16.g801888_4532,0.43,0,0,0,0,0,0.44,0.42,0.44
Cre16.g801889_4532,0,0,0,0,0,0,0,0,0
Cre16.g801890_4532,2.69,3.32,5.57,1.1,1.31,1.64,1.11,4.02,6.15
Cre16.g801892_4532,8.14,5.2,0,13.25,44.84,31.25,31.17,1.01,6.71
Cre16.g801893_4532,4.1,5.36,2.98,34.67,20.06,23.29,24.14,12.98,16.62
Cre16.g801894_4532,0,0,0,0.54,0,0.93,1.07,0.76,1.85
Cre16.g801895_4532,0.11,0.22,0.11,0.46,0.2,0.52,0.83,0.45,1.18
Cre16.g801896_4532,5.87,6.18,1.91,11.26,8.82,4.27,7.51,1.72,9.34
Cre16.g801897_4532,3.15,3.94,3.26,44.44,52.09,39.04,27.16,15.15,22.65
Cre16.g801898_4532,0,0.02,0,0,0.02,0.04,0.05,0.02,0.02
Cre16.g801899_4532,1.36,1.56,1.88,4.79,4.56,2.66,2.57,6.97,7.33
Cre16.g801900_4532,1.26,1.44,1.05,13.08,11.11,11.8,5.31,3.68,5.16
Cre16.g801901_4532,0,0,0,1.6,2.25,1.66,2.84,2.78,0
Cre16.g801902_4532,0.71,1.67,0.64,5.69,2.78,3.63,11.54,3.73,10.05
Cre16.g801903_4532,0.54,0.05,0.81,0.19,0.16,0.2,0,0,0
Cre16.g801904_4532,12.13,16.56,8.94,91.63,119.27,104.06,67.7,29.41,55.4
Cre16.g801906_4532,3.97,3.18,2.33,7.52,8.77,7.88,4.08,3.66,5.99
Cre16.g801907_4532,0.23,0.51,0.24,2.47,1.57,1.44,0.47,0.95,1.79
Cre16.g801908_4532,0.15,0.1,0.1,1.05,0.21,0.63,0.26,0.39,0.92
Cre16.g801909_4532,3.18,3.49,1.48,6.61,9.6,7.07,8.66,2.85,5.43
Cre16.g801910_4532,0,0,0.08,0,0,0,0,0.32,0.08
Cre16.g801911_4532,0.16,0.32,0.49,0,0,0.17,0.49,1.4,0.16
Cre16.g801912_4532,0,0,0,0,0,0,0,0,0
Cre16.g801913_4532,0.68,0.57,1,0.06,0.19,0.12,0.19,0.19,0.12
Cre16.g801914_4532,10096.34,11699.94,8061,6224.04,4975.14,5402.46,8595.34,7223.04,7843.87
Cre16.g801915_4532,0,0.01,0,0,0,0,0,0,0
Cre16.g801917_4532,202.31,152.04,220.92,89.32,98.07,138.83,102.15,205.81,233.12
Cre16.g801918_4532,6.55,8.86,3.01,20.09,26.75,18.4,14.27,6.14,13.08
Cre16.g801919_4532,22.09,31.79,27,362.36,296.5,261.74,92.91,66.88,110.25
Cre16.g801920_4532,16.99,21.09,34.44,45.96,56.68,50.15,16.95,31.76,32.74
Cre16.g801921_4532,6.69,8.53,5.09,11.24,15.73,15.76,8.33,7.04,12.94
Cre16.g801922_4532,0.16,0,0.12,0.34,0.44,0.87,0.78,0.93,1.19
Cre16.g801924_4532,6.34,7.81,6.9,24.81,27.86,24.92,23.84,16.65,23.08
Cre16.g801943_4532,3.37,3.93,1.04,4.16,5.85,7.06,6.34,1.29,2.2
Cre16.g801944_4532,0.8,0.78,1.36,0.67,0.51,1.12,2.15,2.95,2.5
Cre16.g801945_4532,11.91,13.66,5.55,8.91,11.92,14.73,16.68,8.72,15.93
Cre16.g801947_4532,1.35,1.63,0.66,5.58,7.94,5.72,3.57,1.72,2.91
Cre16.g801948_4532,0.83,0.97,0.81,1.11,0.08,1.08,1.23,1.78,2.19
Cre16.g801949_4532,3.87,5.28,1.9,14.68,8.42,9.08,5.23,3.93,10.82
Cre16.g801950_4532,4.38,5.43,1.75,7.87,7.91,6.36,5.72,4.3,8.13
Cre16.g801951_4532,1.27,1.58,0.59,0.12,0.03,0.08,0.44,0.04,0.04
Cre16.g801952_4532,1.43,1.2,1.47,8.27,5.36,9.18,5.54,8.43,12.6
Cre16.g801955_4532,0.28,0.42,0.14,0.5,0.32,0.36,0.58,0.3,0.56
Cre16.g801956_4532,0,0,0.02,0,0,0,0,0,0
Cre16.g801958_4532,4.98,5.46,11.66,6.77,4.65,4.6,3.7,9.14,7.82
Cre16.g801959_4532,0,0.04,0.05,0.14,0.05,0.09,0.09,0.09,0
Cre16.g801960_4532,0.37,0.47,1.01,1.08,0.6,1.27,0.34,2.81,1.39
Cre16.g801961_4532,4.1,2.18,6.99,12.27,23.3,23.65,9.47,17.18,13.65
Cre16.g801962_4532,6.11,11.29,3.65,18.61,34.2,25.73,6.08,12.21,14.75
Cre16.g801964_4532,0,0,0,0.13,0.26,0.13,1.16,0.14,0.29
Cre16.g801965_4532,14.25,5.04,29.64,15.15,22.95,27.06,21.49,46.06,27.26
Cre16.g801966_4532,0,0.12,0.04,0.12,0.12,0.04,0.12,0,0.13
Cre16.g801969_4532,160.78,142.29,160.35,17.88,12.6,38.41,20.95,115.31,78.62
Cre16.g801970_4532,0.04,0.01,0.09,0.01,0,0.03,0.2,0.15,0.17
Cre16.g801971_4532,0.15,0.44,0.15,0.53,0.74,0.58,0.36,0.3,0.35
Cre16.g801972_4532,0.31,1.41,0.48,5.28,3.5,2.46,0,4.01,6.26
Cre16.g801975_4532,0.13,0.09,0,0,0,0.05,0.09,0.04,0.28
Cre16.g801976_4532,0,0.32,0.65,0.67,0,0,0.98,1.25,0.97
Cre16.g801977_4532,0.49,0.5,0.51,3.65,3.3,3.54,2.95,1.58,2.39
Cre16.g801978_4532,0.06,0,0.06,0.23,0.2,0.39,0.06,0.47,0.26
Cre16.g801979_4532,0.21,0.14,0.07,0.22,0.52,1.02,0.43,0.82,0.71
Cre16.g801980_4532,0.08,0.08,1.2,0,0,0,0,0.24,0.08
Cre16.g801982_4532,4.98,7.84,2.97,14.25,19.24,12.69,10.49,1.85,4.52
Cre16.g801983_4532,2.08,4.18,1.16,3.9,12.48,8.22,2.8,1.89,3.83
Cre16.g801984_4532,1.3,1.45,3.11,5.25,1.12,3.7,0.81,14.36,10.49
Cre16.g801985_4532,9.93,14.29,7.7,74.85,178.08,130.95,42.19,15.91,27.48
Cre16.g801986_4532,0.72,3.84,0.32,0.88,0.89,0.54,0.11,0.1,0.11
Cre16.g801987_4532,0.37,0.23,1.29,0.39,0.1,0.24,0.91,2.47,1.62
Cre16.g801988_4532,0.88,0.86,0.71,1.43,0.39,0.86,1.16,2.44,2.81
Cre16.g801989_4532,0.98,1.18,0,7.89,14.11,9.89,2.44,1,2.83
Cre16.g801990_4532,11.73,14.55,11.73,33.56,24.96,22.09,20.58,12.53,17.16
Cre16.g801992_4532,11.43,15.48,2.42,33.8,39.13,36.6,22.99,9.64,30.26
Cre16.g801993_4532,2.82,5.57,1.71,8.86,8.24,7.82,9.08,9.27,14.11
Cre16.g801994_4532,0,0,0,0,0,0,0.04,0,0
Cre16.g801995_4532,0.22,0,0,0.19,0.04,0.15,0.61,0.14,0.11
Cre16.g801996_4532,0.93,1.02,1.24,1.13,1.46,1.5,3.2,2.58,3.64
Cre16.g801997_4532,0,0,0,0.08,0,0,0.18,0.11,0.04
Cre16.g802000_4532,0.74,0.38,0,73.11,88.3,52.71,2.74,1.05,4.8
Cre16.g802003_4532,0,0,0,0,0.02,0.03,0,0.03,0
Cre16.g802006_4532,0,0.15,0.04,0.17,0.16,0,0,0,0
Cre16.g802008_4532,0.71,0.72,0.28,1.6,1.28,1.29,1.51,1.94,2.19
Cre16.g802010_4532,0,0.08,0,0.06,0,0,0,0.05,0
Cre16.g802011_4532,1.21,2.28,0,4.95,9.63,4.02,7.63,1.88,4.82
Cre16.g802013_4532,4.61,6.6,1.59,0.16,0.33,0.31,0.07,0,0
Cre16.g802014_4532,0.24,0.3,0.14,0.21,0.07,0.1,3.18,0.16,0.51
Cre16.g802015_4532,0.09,0.1,0.05,1.99,0.93,1.69,4.39,1.74,4.74
Cre16.g802016_4532,0.11,0.88,0.23,1.39,1.4,0.57,0.34,0.22,0.9
Cre16.g802017_4532,0.85,1.16,0.79,3.16,2.19,2.14,2.44,0.76,1.49
Cre16.g802018_4532,10.94,11.61,8.63,17.59,34.21,26.38,16.82,6.94,12.5
Cre17.g696200_4532,0.85,0.49,2.02,1.16,0.52,1.28,0.25,1.94,0.75
Cre17.g696250_4532,2.1,1.94,8.76,2.86,2.42,4.75,10.36,5.59,3.34
Cre17.g696300_4532,3.99,4.4,3.13,10,16.96,13.06,8.18,5.08,8.71
Cre17.g696350_4532,18.15,14.37,9.05,20.59,21.16,25.76,60.51,12.84,22.19
Cre17.g696400_4532,41.91,46.76,38.75,64.42,27.05,42.82,97.76,31.09,45.41
Cre17.g696450_4532,1.56,2.06,0.96,7.45,6.61,6.07,7.6,3.47,5.26
Cre17.g696500_4532,0.02,0.14,0.09,5.94,3.87,2.97,5.72,3.16,2.38
Cre17.g696550_4532,4.89,3.89,6.09,11.03,11.57,12.17,5.6,6.17,6.43
Cre17.g696600_4532,1.23,1.84,0.34,3.36,5.98,4.02,1.06,2.25,2.28
Cre17.g696626_4532,0,0,0,0,0,0,0,0,0
Cre17.g696650_4532,0.14,0.4,0.09,7.27,4.43,4.76,5.94,2.8,5.02
Cre17.g696700_4532,0.12,0.15,0.21,10.34,5.63,4.08,13.05,6.28,4
Cre17.g696750_4532,10.78,10.83,8.62,23.72,56.05,40.92,17.05,14.9,22.85
Cre17.g696800_4532,0,0.03,0.03,0.84,0.7,0.5,0.64,0.33,0.52
Cre17.g696850_4532,116.56,127.7,177.74,253.32,225.06,208,52.95,229.67,258.64
Cre17.g696900_4532,0.81,1.87,0.47,0.79,0.3,0.31,0.21,0.41,0.71
Cre17.g696950_4532,2.28,3.35,2.86,1,0.91,0.63,0.24,0.05,0.26
Cre17.g697000_4532,0.79,1.03,0.87,5.49,5.27,5.66,0.84,2.13,2.97
Cre17.g697050_4532,5.18,6.15,2.79,14.6,11.77,10.74,4.37,5.25,9.38
Cre17.g697150_4532,0.12,0.18,0.37,0.07,0.4,0.49,0.23,1.02,0.69
Cre17.g697200_4532,0,0,0,0.03,0.07,0.14,0.07,0,0.17
Cre17.g697300_4532,1.46,2.42,0.29,20.11,20.03,16.42,4.77,1.1,2.25
Cre17.g697334_4532,4.83,4.91,2.5,11.05,13.47,9.97,4.11,5.92,8.56
Cre17.g697350_4532,4.34,3.93,5.19,8.82,15.37,12.74,6.19,6.43,8.58
Cre17.g697406_4532,0.23,0.1,0.38,1.6,0.86,1.69,0.87,0.76,0.55
Cre17.g697450_4532,8.94,6.15,7.31,7.46,33.26,31.75,54.01,5.93,10.85
Cre17.g697500_4532,0.15,0.2,0.07,1.06,1.8,1.27,0.79,0.59,0.87
Cre17.g697550_4532,1.54,2.47,0.71,3.1,4.95,6.12,6.92,1.9,4.44
Cre17.g697600_4532,0.11,0.23,0.16,2.33,1.41,2.68,0.3,0.68,0.67
Cre17.g697624_4532,0.31,0.42,0.55,1.23,0.94,1.36,1.56,1.04,1.19
Cre17.g697650_4532,1.8,2.26,2.73,2.9,23.15,17.52,3.77,8.48,10.6
Cre17.g697701_4532,0,0,0.17,0,0,0,0,0,0
Cre17.g697800_4532,33.64,44.14,9.97,50.27,65.53,57.04,32.14,17.74,46.07
Cre17.g697934_4532,1.95,1.48,1.17,2.62,0.77,0.51,1.81,2.62,2.45
Cre17.g697950_4532,2.3,2.77,1.66,16.34,7.14,5.57,11.3,3.06,4.76
Cre17.g698000_4532,283.97,251.94,253.91,189.01,469.89,455.64,159.55,261.37,296.32
Cre17.g698100_4532,0.99,0.52,1.96,3.2,4.24,3.62,3.82,2.86,1.99
Cre17.g698150_4532,0.55,0.58,0.3,2.18,2.08,2.18,2.1,0.87,1.15
Cre17.g698200_4532,0.06,0.13,0.68,1.31,0.42,0.75,0.54,1.94,1.41
Cre17.g698233_4532,1.06,1.04,0.56,3.21,0.95,2.36,4.98,1.97,2.62
Cre17.g698266_4532,0.09,0.18,0.63,0.28,0.09,0,0.14,0.3,0.31
Cre17.g698365_4532,0.76,1.04,1.35,5.92,6.13,5.59,7.45,3.36,3.84
Cre17.g698400_4532,9.25,12.19,14.93,2.74,2.23,2.81,29.28,43.29,27.6
Cre17.g698450_4532,11.87,12.36,31.25,16.45,7.77,8.05,17.84,11.57,11.28
Cre17.g698500_4532,1.54,0.99,0.87,0.74,0.3,1.04,1.31,0.28,0.58
Cre17.g698550_4532,0.55,0.65,1.07,1.14,0.35,1.27,1.19,1.27,0.61
Cre17.g698600_4532,0.02,0.08,0.02,0.16,0,0.11,0.04,0.04,0.24
Cre17.g698650_4532,1.25,1.54,1.3,4.98,5.36,3.96,1.57,4.35,4.93
Cre17.g698683_4532,0.07,0.2,0.1,0.42,0,0.08,0.26,0.54,0.38
Cre17.g698700_4532,0.44,0.71,0.31,0.48,0.54,0.54,1.12,1.21,0.93
Cre17.g698750_4532,1.22,1.4,0.85,3.31,3.57,2.93,2.31,1.31,1.92
Cre17.g698800_4532,0.69,0.55,1.02,1.62,0.96,1.76,0.72,1.4,1.28
Cre17.g698850_4532,10.12,8.12,15.83,12.17,20.01,26.72,7.28,10.39,13.63
Cre17.g698903_4532,0.74,0.76,1.61,0.85,0.38,0.7,1.38,1.97,0.82
Cre17.g698950_4532,1.43,1.36,0.64,1.22,1.38,1.14,3.65,1.51,1.19
Cre17.g699000_4532,6.54,7.05,4.03,4.12,6.55,5.38,6.31,4.16,5.52
Cre17.g699050_4532,1.01,1.66,0.79,2.68,3.43,2.56,3.78,2.32,2.99
Cre17.g699100_4532,0.73,0.56,2.47,0.44,0.49,0.76,0.53,1.64,1.18
Cre17.g699150_4532,11.9,11.64,4.62,27.21,35.22,33.35,14.39,18,30.2
Cre17.g699200_4532,0.07,0.07,0,0.15,0.15,0.15,0.07,0.14,0.37
Cre17.g699250_4532,0.66,0.92,0.6,2.81,2.66,2.19,2.21,3.15,3.27
Cre17.g699300_4532,1.33,1.62,1.43,2.91,1.79,1.73,3.58,1.91,2.05
Cre17.g699350_4532,5.16,5.77,4.69,13.71,10.98,12.65,4.99,6.46,12.33
Cre17.g699400_4532,0.48,1.05,0.54,6.89,4.16,4.32,2.61,1.74,2.11
Cre17.g699450_4532,0,0,0,0,0,0,0,0,0
Cre17.g699500_4532,3.19,3.69,2.86,8.13,7.31,7.77,8.46,6.85,9.44
Cre17.g699550_4532,0.97,0.97,1.15,1.28,0.53,0.86,1.23,0.71,0.72
Cre17.g699600_4532,7.44,7.12,3.89,22.14,28.41,26.07,11.34,5.21,9.75
Cre17.g699650_4532,20.14,16.22,12.31,11.51,13.8,17.31,14.03,16.24,14.48
Cre17.g699700_4532,0.28,0.57,0.36,1.31,0.46,1.29,0.52,1.14,0.72
Cre17.g699750_4532,4.74,5.24,2.24,18.14,18.94,12.08,4.89,4.28,5.66
Cre17.g699800_4532,0.18,0.16,0,0.46,0.3,0.24,0.24,0.03,0.11
Cre17.g699850_4532,0.05,0.14,0,0,0,0,0.7,0,0.05
Cre17.g699900_4532,1.52,1.61,2.23,3.48,2.2,2.18,4.83,2.73,3.01
Cre17.g699950_4532,0.46,0.5,0.23,0.35,0.45,0.52,1.8,1,1.51
Cre17.g699975_4532,0,0,0,0,0,0.05,0.14,0.04,0
Cre17.g700050_4532,0.3,0.62,0.13,0.46,0.64,0.33,1.18,1.06,1.15
Cre17.g700100_4532,2.68,1.69,5.92,1.07,1.62,3.53,2.96,12.16,8.66
Cre17.g700133_4532,9.35,11.26,7.02,13.45,17.6,12.94,11.07,10.18,14.89
Cre17.g700166_4532,5.2,6.16,2.86,12.78,14.57,11.41,2.27,4.24,5.61
Cre17.g700200_4532,1.16,1.55,2.14,6.73,11.46,8.87,6.63,3.19,3.99
Cre17.g700250_4532,0.04,0.13,0.13,0.26,0.11,0.44,1.08,0.37,0.46
Cre17.g700300_4532,1.69,1.86,0.63,1.96,2.39,2.12,5.36,2.08,3.42
Cre17.g700450_4532,5.81,4.21,11.04,19.49,9.31,13.37,1.88,8.41,12.84
Cre17.g700500_4532,1.42,1.82,1.44,2.76,2.66,2.34,3.4,2.81,3.74
Cre17.g700550_4532,0.22,0.39,0.27,0.49,0.27,0.23,0.4,0.92,0.67
Cre17.g700600_4532,0.42,0.16,0,0.42,1.15,0.82,0.54,1.33,1.79
Cre17.g700650_4532,11.36,12.25,6.39,25.8,30.5,25.99,8.41,10.44,18.03
Cre17.g700700_4532,1.67,2.41,1.5,9.56,8.82,8.01,11.81,4.18,6.44
Cre17.g700750_4532,144.42,98.69,497.28,23.58,10.23,24.7,7.03,10.53,5.95
Cre17.g700800_4532,13.52,10.98,13.83,27.62,25.32,23.79,10.64,12.11,11.57
Cre17.g700850_4532,0.31,0.51,0.19,0.77,1.03,1.2,0.27,1.07,1.08
